Unnamed: 0,governorate,city_area,hotel_name,star_rating,latitude,longitude,num_reviews,avg_review_score,source,amenities,image_url,clean_price,reviews_bucket,property_type,accommodation_type,double_clean_price,single_RO,single_BB,single_HB,single_FB,single_AI,double_RO,double_BB,double_HB,double_FB,double_AI,single_RO_str,double_RO_str,single_BB_str,double_BB_str,single_HB_str,double_HB_str,single_FB_str,double_FB_str,single_AI_str,double_AI_str,score_review,score_reviews_count,score_price,best_value_score,single_FB_PriceUSD,double_FB_PriceUSD,single_FB_USD,double_FB_USD,core_score,comfort_score,leisure_score,amenity_score_0_1,price_usd,type_norm,median_price_usd,comp_stars,comp_type,comp_facilities,comp_price_lux,score,normalized_type,review_norm,amenities_norm,comfort_norm,leisure_norm,review_count_conf,base_quality_score,quality_score,price_usd_final,price_log,price_norm,type_luxury_score,type_business_score,type_economic_score,luxury_score,business_score,value_score_raw,value_score,economic_score,cluster_id,cluster_segment,premium_final_score,business_final_score,economic_final_score,market_segment,segment_confidence_rule,pca_1,pca_2,segment_confidence_cluster,segment_confidence,address
56,Cairo,Cairo,Sofitel Cairo Downtown Nile,5,30.06440494,31.22736633,1072.0,8.2,Booking,ac; bar; gym; parking; pool; restaurant; spa; wifi,https://cf.bstatic.com/xdata/images/hotel/square240/764429011.webp?k=0fb094d1f239bb5e0e7e7a757731047935da120a5397c936a870c11f15b5c2e8&o=,8745,Very High,Other,Hotel,9402,8212,8660,10221,10617,12380,8037,9671,11028,12510,13694,"EGP 8,212","EGP 8,037","EGP 8,660","EGP 9,671","EGP 10,221","EGP 11,028","EGP 10,617","EGP 12,510","EGP 12,380","EGP 13,694",0.689655172,0.082390953,0.757438752,0.524421802,226.3270092,266.6808783,225.893617,266.1702128,1.0,0.333333333,1.0,0.8,246.0319149,hotel,117.2074468,1.0,0.85,0.7667,1.0,9.12,hotel,0.82,0.8,0.333333333,1.0,1.0,0.7366666666,0.76299999994,246.0319149,5.509517538402526,0.6717004090590515,0.65,1.0,0.25,0.7278367075159052,0.6369183536929526,0.1384876252088727,0.3386893087071225,0.3230011762296826,1,Premium,0.7351574907801094,0.706922307696122,0.3158006954497138,Premium,0.0282351830839874,-0.8229347221942261,-0.5904420623914606,0.232200242652288,0.1302177128681377,"شارع كورنيش النيل, سوق العصر, السبتية, القاهرة, 11221, مصر"
57,Cairo,"New Cairo City, Cairo",Helnan Landmark Hotel,5,30.01669199,31.43153071,862.0,8.2,Booking,ac; family_rooms; parking; pool; restaurant; shuttle; spa,https://cf.bstatic.com/xdata/images/hotel/square240/21003232.webp?k=fc5df8272a47c366fb449560eacf3fcaa3085209f578bec2395285413cfc582c&o=,4607,Very High,Hotel,Hotel,5291,3933,4597,5485,5726,6533,4797,5367,6530,6670,7224,"EGP 3,933","EGP 4,797","EGP 4,597","EGP 5,367","EGP 5,485","EGP 6,530","EGP 5,726","EGP 6,670","EGP 6,533","EGP 7,224",0.689655172,0.066235864,0.874367741,0.548807522,122.0635259,142.1871669,121.8297872,141.9148936,0.666666667,1.0,0.5,0.7333,131.8723404,hotel,117.2074468,1.0,0.85,0.675,0.6454,8.36,hotel,0.82,0.7333,1.0,0.5,0.9785286794841926,0.8066599999999999,0.8238468679484192,131.8723404,4.889388820657466,0.5235415229033228,0.65,1.0,0.25,0.6826781522903322,0.8581730761451662,0.1684969017942897,0.5357763007423053,0.4776980874739842,2,Business,0.5968239222383479,1.0,0.4258030785044241,Business,0.4031760777616521,0.1557774082379602,1.3676937427110265,0.3139828369964856,0.3585794573790689,"شارع التسعين الجنوبي الجانبى, حى الشويفات, القاهرة, 11835, مصر"
58,Cairo,"Nasr City, Cairo",Jewel Sport City and Aqua Park,5,30.0458578,31.40335544,2431.0,8.1,Booking,ac; bar; gym; parking; pool; restaurant; spa; wifi,https://cf.bstatic.com/xdata/images/hotel/square240/514695641.webp?k=0281386da3ffd0711ef8d686073c8825e49d4239634002d1c3929ecd75673101&o=,2986,Very High,Other,Resort,3716,2547,2903,3664,3745,3958,3407,3785,4530,4904,5155,"EGP 2,547","EGP 3,407","EGP 2,903","EGP 3,785","EGP 3,664","EGP 4,530","EGP 3,745","EGP 4,904","EGP 3,958","EGP 5,155",0.672413793,0.186937457,0.920172935,0.588710678,79.83372415,104.5406097,79.68085106,104.3404255,1.0,0.333333333,1.0,0.8,92.0106383,resort,175.7234043,1.0,1.0,0.7667,0.0,7.92,resort,0.8099999999999999,0.8,0.333333333,1.0,1.0,0.7316666665999999,0.75849999994,92.0106383,4.532713876933762,0.4383260492933973,1.0,0.3,0.0,0.7744992715393398,0.4482496357046699,0.1673390424663427,0.5281720183966309,0.3730449965741413,1,Premium,1.0,0.3606881948605746,0.3431120167074949,Premium,0.6393118051394254,-1.355731175792081,-0.5741096817294182,0.512260634117179,0.5757862196283022,"مدينة نصر, القاهرة, 15153, مصر"
59,Cairo,Cairo,Atlas International Hotels,5,30.048464,31.246317,2378.0,8.1,Booking,ac; family_rooms; parking; restaurant; shuttle; wifi,https://cf.bstatic.com/xdata/images/hotel/square240/761168722.webp?k=15600696c563d759ed42ea21f5b3816a8798dc67ea4b0c3febb623c93496b8c2&o=,1425,Very High,Hotel,Hotel,2124,1286,1448,1636,1843,1877,1979,2076,2529,2551,2899,"EGP 1,286","EGP 1,979","EGP 1,448","EGP 2,076","EGP 1,636","EGP 2,529","EGP 1,843","EGP 2,551","EGP 1,877","EGP 2,899",0.672413793,0.18286022,0.964282687,0.598514945,39.28799829,54.38072906,39.21276596,54.27659574,1.0,1.0,0.0,0.8,46.74468085,hotel,117.2074468,1.0,0.85,0.35,0.0,6.58,hotel,0.8099999999999999,0.8,1.0,0.0,1.0,0.7649999999999999,0.7884999999999999,46.74468085,3.865867664910247,0.2790055901960844,0.65,1.0,0.25,0.5519005590196084,0.9019502795098042,0.2039645607005811,0.7687114129391691,0.6545978764894923,2,Business,0.4936392410235307,1.0,0.5519204601166656,Business,0.4480795398833344,1.3468651869575885,1.9576760572296488,0.373282020359784,0.4106807801215592,"2, شارع الفواله, الفواله, عابدين, القاهرة, 11518, مصر"
60,Cairo,"Nasr City, Cairo",Gewan Hotel Cairo,5,30.07687772,31.34992783,376.0,8.1,Booking,ac; gym; parking; pool; restaurant; spa; wifi,https://cf.bstatic.com/xdata/images/hotel/square240/756696172.webp?k=59c74f2a7ce9ba712500a8a3f3cd11bf1c1cc4b3ec1fc6b198f44f361dedffea&o=,4569,High,Hotel,Hotel,5272,3907,4578,5438,5920,6603,4674,5239,6381,6634,7327,"EGP 3,907","EGP 4,674","EGP 4,578","EGP 5,239","EGP 5,438","EGP 6,381","EGP 5,920","EGP 6,634","EGP 6,603","EGP 7,327",0.672413793,0.028848373,0.875441521,0.530101099,126.1991047,141.4197399,125.9574468,141.1489362,1.0,0.333333333,0.75,0.75,133.5531915,hotel,117.2074468,1.0,0.85,0.6042,0.661,8.2,hotel,0.8099999999999999,0.75,0.333333333,0.75,0.8586562089610019,0.6966666665999999,0.7128656208361001,133.5531915,4.901959596698368,0.5265448867583392,0.65,1.0,0.25,0.6368211552858339,0.6466605775779171,0.1454246218831013,0.3842482812598355,0.3879644831728846,2,Business,0.5647868393368832,0.8246082272799404,0.3582809895983239,Business,0.2598213879430572,-0.1992847111963135,-0.8049550003637593,0.1921371331811139,0.2259792605620855,"مساكن المهندسين, مدينة نصر, القاهرة, 11834, مصر"
61,Cairo,"Downtown Cairo, Cairo",Kemet Hotel Tahrir Square,5,30.0451868,31.2367384,36.0,8.1,Booking,ac; bar; family_rooms; restaurant; shuttle; spa; wifi,https://cf.bstatic.com/xdata/images/hotel/square240/736543787.webp?k=d1ab773b9a884dbc659fd6951797b49b71981f97470c8bee92065572e4b94692&o=,3519,Low,Hotel,Hotel,4100,3335,3522,4089,4643,4765,3582,4069,4713,4965,5825,"EGP 3,335","EGP 3,582","EGP 3,522","EGP 4,069","EGP 4,089","EGP 4,713","EGP 4,643","EGP 4,965","EGP 4,765","EGP 5,825",0.672413793,0.002692515,0.905111758,0.529671901,98.97676402,105.8409721,98.78723404,105.6382979,0.666666667,1.0,0.5,0.7333,102.212766,hotel,117.2074468,1.0,0.85,0.675,0.3312,7.88,hotel,0.8099999999999999,0.7333,1.0,0.5,0.5226582832922795,0.80166,0.7737598283292281,102.212766,4.6367925469474445,0.4631921446386803,0.65,1.0,0.25,0.676643214463868,0.8531556072319341,0.1668739372087328,0.5251174230637117,0.4810286519774858,2,Business,0.5774159155092944,1.0,0.4273912472441087,Business,0.4225840844907056,0.2923464154581282,1.1400901002035964,0.4105785748011493,0.4165813296459275,"2, شارع طلعت حرب, الإسماعيلية, باب اللوق, القاهرة, 11519, مصر"
62,Cairo,Cairo,Hilton Cairo Grand Nile,5,30.03383266,31.22700691,13000.0,8.0,Booking,ac; gym; parking; pool; restaurant; spa; wifi,https://cf.bstatic.com/xdata/images/hotel/square240/736235128.webp?k=e9a5dd78c109d301a2bd68b7453bafb5e97ca684c3ea3dc8cc5b739f852f1089&o=,6446,Very High,Other,Hotel,7097,5762,6283,7241,8666,9458,6507,7148,8376,8921,10452,"EGP 5,762","EGP 6,507","EGP 6,283","EGP 7,148","EGP 7,241","EGP 8,376","EGP 8,666","EGP 8,921","EGP 9,458","EGP 10,452",0.655172414,1.0,0.822402441,0.800428197,184.7367299,190.1726711,184.3829787,189.8085106,1.0,0.333333333,0.75,0.75,187.0957447,hotel,117.2074468,1.0,0.85,0.6042,1.0,8.71,hotel,0.8,0.75,0.333333333,0.75,1.0,0.6916666666,0.72249999994,187.0957447,5.23695111350989,0.6065798352814251,0.65,1.0,0.25,0.6448246501381426,0.6486623250040713,0.1379619523421078,0.335236933445416,0.3557669596436106,2,Business,0.5837107234014765,0.8265250167943471,0.3309713704828961,Business,0.2428142933928706,-0.4263332726986704,-0.8962841958218069,0.0538844692870327,0.1483493813399516,"كوبري عبد العزيز آل سعود, المنيل الغربي, المنيل, القاهرة, 11111, مصر"
63,Cairo,"Heliopolis, Cairo",Novotel Cairo Airport,5,30.12181853,31.40191913,3398.0,8.0,Booking,ac; bar; gym; parking; pool; restaurant; shuttle; spa; wifi,https://cf.bstatic.com/xdata/images/hotel/square240/763702393.webp?k=25682422e86b9f834f653a969bb9b8a4760620ace118d7a8261384803611b89e&o=,3365,Very High,Other,Hotel,4148,3094,3347,3845,4117,4543,3741,4143,4660,5190,5708,"EGP 3,094","EGP 3,741","EGP 3,347","EGP 4,143","EGP 3,845","EGP 4,660","EGP 4,117","EGP 5,190","EGP 4,543","EGP 5,708",0.655172414,0.261327794,0.909463393,0.600591773,87.76380303,110.6373907,87.59574468,110.4255319,1.0,0.666666667,1.0,0.9,99.0106383,hotel,117.2074468,1.0,0.85,0.8833,0.2919,8.35,hotel,0.8,0.9,0.666666667,1.0,1.0,0.8133333334,0.83200000006,99.0106383,4.605276563329821,0.4556624610499759,0.65,1.0,0.25,0.7908995794949976,0.7274497898124987,0.1806623312669037,0.6156731917836168,0.4700531249202707,1,Premium,0.7310370663840946,0.7829375868359495,0.4431216520548839,Business,0.0519005204518548,-0.1706309144523352,1.315910673327013,0.0282775193004072,0.040089019876131,"نوفوتيل مطار القاهرة, شارع العروبه, القاهرة, 11773, مصر"
64,Cairo,"Zamalek, Cairo (Gezira)",Hotel Flamenco Cairo,5,30.06556582,31.21613129,2799.0,8.0,Booking,ac; bar; family_rooms; restaurant; wifi,https://cf.bstatic.com/xdata/images/hotel/square240/154745002.webp?k=22446e403f5f0de58c47a540796b55fcd96546b2b5e238a267e8e38ba9e2f31b&o=,4138,Very High,Hotel,Hotel,4841,3745,4191,4990,5139,6170,4308,4864,5758,6251,7034,"EGP 3,745","EGP 4,308","EGP 4,191","EGP 4,864","EGP 4,990","EGP 5,758","EGP 5,139","EGP 6,251","EGP 6,170","EGP 7,034",0.655172414,0.215247327,0.887620447,0.581306896,109.5502025,133.2551695,109.3404255,133.0,0.666666667,0.666666667,0.25,0.5833,121.1702128,hotel,117.2074468,1.0,0.85,0.3958,0.541,7.5,hotel,0.8,0.5833,0.666666667,0.25,1.0,0.6749933334,0.70749400006,121.1702128,4.8054152592496,0.5034788666051929,0.65,1.0,0.25,0.5195052200505194,0.7668366100902596,0.1472284832612947,0.3960952050623685,0.4461869484567904,2,Business,0.5107176684173529,1.0,0.38417790656784,Business,0.4892823315826471,0.4322311069914546,-0.5170202358050999,0.6556121697608135,0.5724472506717303,"Europcar, 2, شارع اسماعيل محمد, محمد مظهر, ابو الفدا, السبتية, القاهرة, 11568, مصر"
65,Cairo,Cairo,Afnan Cairo Airport,3,30.12886702,31.37400931,1026.0,8.0,Booking,ac; family_rooms; parking; restaurant; shuttle; wifi,https://cf.bstatic.com/xdata/images/hotel/square240/528690395.webp?k=e2d4290daa30efaf0136e843936bc895dead47f35bd2b05aad797fb7587f81f7&o=,924,Very High,Other,Hotel,1679,854,927,1108,1167,1247,1564,1701,2089,2019,2248,EGP 854,"EGP 1,564",EGP 927,"EGP 1,701","EGP 1,108","EGP 2,089","EGP 1,167","EGP 2,019","EGP 1,247","EGP 2,248",0.655172414,0.078852219,0.978439628,0.563093159,24.87742486,43.03986357,24.82978723,42.95744681,1.0,1.0,0.0,0.8,33.89361702,hotel,55.04787234,0.5,0.85,0.35,0.0,4.58,hotel,0.8,0.8,1.0,0.0,1.0,0.76,0.784,33.89361702,3.5523039190716004,0.2040900863774549,0.65,1.0,0.25,0.5444090086377456,0.8962045043188728,0.2207018368532216,0.8786340697681946,0.7076039071433772,2,Business,0.4764679991757949,1.0,0.596781927239649,Business,0.403218072760351,1.672287956323589,2.2225262625137305,0.2709002630635044,0.3370591679119277,"محور طه حسين, قباء, القاهرة, 11595, مصر"
66,Cairo,Cairo,Ramses Hilton Hotel & Casino,5,30.05016475,31.23200655,5321.0,7.9,Booking,ac; bar; gym; parking; pool; restaurant; wifi,https://cf.bstatic.com/xdata/images/hotel/square240/473630362.webp?k=7c2eddc87e9d5fa3e11d72a234b3adf72a69f2c4398e37e4c79fea2e7b08686c&o=,5439,Very High,Hotel,Hotel,6092,4817,5523,6102,6621,7121,5183,6146,7534,7533,9049,"EGP 4,817","EGP 5,183","EGP 5,523","EGP 6,146","EGP 6,102","EGP 7,534","EGP 6,621","EGP 7,533","EGP 7,121","EGP 9,049",0.637931034,0.409262251,0.850857611,0.622562044,141.1426135,160.5840972,140.8723404,160.2765957,1.0,0.333333333,0.75,0.75,150.5744681,hotel,117.2074468,1.0,0.85,0.6042,0.8089,8.42,hotel,0.79,0.75,0.333333333,0.75,1.0,0.6866666666000001,0.7179999999400001,150.5744681,5.021077042797753,0.5550039915067428,0.65,1.0,0.25,0.6396670657606743,0.6440835328153371,0.1429972083320054,0.3683061563689137,0.3772063564217712,2,Business,0.5717208860834969,0.8242450757626281,0.349207001303825,Business,0.2525241896791311,-0.2804839442804223,-0.8331292654463986,0.13648811592939,0.1945061528042606,"رمسيس هيلتون, 1115, شارع الغلال, شركس, بولاق, القاهرة, 12344, مصر"
67,Cairo,"Heliopolis, Cairo",Tolip El Galaa Hotel Cairo,5,30.09879945,31.34903669,2300.0,7.9,Booking,ac; bar; gym; parking; pool; restaurant; spa; wifi,https://cf.bstatic.com/xdata/images/hotel/square240/300498035.webp?k=ebc0a80a603755788712ee4c596c5967ea0e303308eca13b873358de8ebc8bfd&o=,4770,Very High,Hotel,Hotel,5473,4074,4872,5779,6063,6294,4685,5616,6380,6651,7647,"EGP 4,074","EGP 4,685","EGP 4,872","EGP 5,616","EGP 5,779","EGP 6,380","EGP 6,063","EGP 6,651","EGP 6,294","EGP 7,647",0.637931034,0.176859758,0.86976179,0.557567341,129.2474952,141.782136,129.0,141.5106383,1.0,0.333333333,1.0,0.8,135.2553191,hotel,117.2074468,1.0,0.85,0.7667,0.6766,8.63,hotel,0.79,0.8,0.333333333,1.0,1.0,0.7216666666,0.74949999994,135.2553191,4.914530472047396,0.52954827433969,0.65,1.0,0.25,0.713621494043969,0.6238107469569846,0.1525069392087334,0.4307616523627492,0.3823069234530242,1,Premium,0.7019797168724111,0.7003214171364541,0.3662036678514201,Premium,0.0016582997359569,-0.4179364081253932,-0.4190402483922464,0.1006110429329708,0.0511346713344639,"شارع العروبه, مساكن صقر قريش, مصر الجديدة, القاهرة, 11361, مصر"
68,Cairo,"Zamalek, Cairo (Gezira)",Om Kolthoom Hotel,5,30.06446994,31.21574968,1955.0,7.9,Booking,ac; family_rooms; gym; pool; restaurant; wifi,https://cf.bstatic.com/xdata/images/hotel/square240/664620972.webp?k=02033fbec8835ff405831f2008fddcfe2d6ef3f38ce1e865adbf52b55715b6a8&o=,6067,Very High,Hotel,Hotel,6862,5455,6057,6932,7675,8371,6009,6773,7960,9061,9661,"EGP 5,455","EGP 6,009","EGP 6,057","EGP 6,773","EGP 6,932","EGP 7,960","EGP 7,675","EGP 9,061","EGP 8,371","EGP 9,661",0.637931034,0.150319255,0.833111984,0.540442738,163.6111703,193.1571094,163.2978723,192.787234,0.666666667,0.666666667,0.5,0.6333,178.0425532,hotel,117.2074468,1.0,0.85,0.5583,1.0,8.6,hotel,0.79,0.6333,0.666666667,0.5,1.0,0.7049933334,0.73449400006,178.0425532,5.187623504962382,0.5947946633808244,0.65,1.0,0.25,0.6051367997280825,0.7504023999290412,0.1415858339290422,0.359036904745213,0.3926533839906596,2,Business,0.566359775301543,1.0,0.3509342443424023,Business,0.433640224698457,-0.0645446319387261,-0.3795695268068812,0.4275518380782869,0.4305960313883719,"Pottery Cafe, شارع ابو الفدا, محمد مظهر, ابو الفدا, السبتية, القاهرة, 12653, مصر"
69,Cairo,"Downtown Cairo, Cairo",Up Town Hotel,4,30.04408632,31.23594634,3846.0,7.8,Booking,ac; bar; family_rooms; parking; restaurant; shuttle; wifi,https://cf.bstatic.com/xdata/images/hotel/square240/400557965.webp?k=b2d39312391d3e4b21fb7c63d928dba0e319a1d80f370b5972f552f2cc94ee63&o=,1170,Very High,Hotel,Hotel,1863,1067,1179,1317,1470,1667,1642,1875,2260,2312,2576,"EGP 1,067","EGP 1,642","EGP 1,179","EGP 1,875","EGP 1,317","EGP 2,260","EGP 1,470","EGP 2,312","EGP 1,667","EGP 2,576",0.620689655,0.295791984,0.971488316,0.610920019,31.336602,49.28586655,31.27659574,49.19148936,1.0,1.0,0.25,0.85,40.23404255,hotel,56.31914894,0.75,0.85,0.5125,0.0853,6.11,hotel,0.78,0.85,1.0,0.25,1.0,0.785,0.8065,40.23404255,3.7192641906632535,0.2439796240870224,0.65,1.0,0.25,0.6248979624087023,0.8751989812043511,0.2168439666170037,0.8532973696863365,0.6680081545728133,2,Business,0.5201534765473189,1.0,0.5754927154787807,Business,0.4245072845212193,1.2811426763725096,2.3667034123924897,0.2947320054782769,0.3596196449997481,"ميدان التحرير, قصر الدوباره, باب اللوق, القاهرة, 11519, مصر"
70,Cairo,"Garden City, Cairo",InterContinental Cairo Semiramis by IHG,5,30.04291618,31.23186707,2615.0,7.7,Booking,ac; bar; gym; parking; pool; restaurant; spa; wifi,https://cf.bstatic.com/xdata/images/hotel/square240/411834440.webp?k=0e4ea6a688c0044f7afc0f00da671b538e2be7654dab70e48aa832dfde1ab745&o=,7212,Very High,Other,Hotel,7875,6493,7366,8695,8831,9477,6790,7724,9517,9664,11065,"EGP 6,493","EGP 6,790","EGP 7,366","EGP 7,724","EGP 8,695","EGP 9,517","EGP 8,831","EGP 9,664","EGP 9,477","EGP 11,065",0.603448276,0.201092392,0.800757297,0.532068766,188.2541036,206.0115114,187.893617,205.6170213,1.0,0.333333333,1.0,0.8,196.7553191,hotel,117.2074468,1.0,0.85,0.7667,1.0,9.12,hotel,0.77,0.8,0.333333333,1.0,1.0,0.7116666666,0.74049999994,196.7553191,5.287030504389682,0.6185446202684632,0.65,1.0,0.25,0.7225211286368464,0.6242605642534232,0.1400597177045191,0.3490140821246396,0.3349960046839312,1,Premium,0.7206569056685989,0.6994123477091009,0.3255262728881899,Premium,0.0212445579594979,-0.696384078791921,-0.6714648680037838,0.1839610810851923,0.1026028195223451,"Cafe Carniche, شارع عبد القادر حمزه, قصر الدوباره, باب اللوق, القاهرة, 11519, مصر"
71,Cairo,"Nasr City, Cairo",Cairo international Scout House,3,30.07494473,31.3147868,905.0,7.4,Booking,ac; family_rooms; restaurant; wifi,https://cf.bstatic.com/xdata/images/hotel/square240/497763424.webp?k=4ed06e4f73b76586bbf6af0207992fc4556e0a0a4294ee4baaef55f50d3eda5b&o=,1504,Very High,Other,Guest House,2248,1375,1461,1799,2017,2128,2070,2195,2684,2784,3355,"EGP 1,375","EGP 2,070","EGP 1,461","EGP 2,195","EGP 1,799","EGP 2,684","EGP 2,017","EGP 2,784","EGP 2,128","EGP 3,355",0.551724138,0.069543811,0.962050355,0.509651594,42.99722874,59.34768706,42.91489362,59.23404255,0.666666667,0.666666667,0.0,0.5333,51.07446809,guest house,40.57446809,0.5,0.6,0.2333,0.7838,4.96,guest_house,0.74,0.5333,0.666666667,0.0,0.9855667951088974,0.6099933334,0.6475506795708897,51.07446809,3.95267477278858,0.2997452270579616,0.25,0.15,0.85,0.3426318560957961,0.5511499281128981,0.1638259449092109,0.505099625155478,0.694090891349914,0,Economic,0.0,0.346809720931408,0.7194000103977187,Economic,0.3725902894663107,3.5038788937803944,-0.8451697955188207,0.6533194391145554,0.512954864290433,"المنظمة الكشفية العربية, شارع يوسف عباس, ثان مدينة نصر, القاهرة, 11153, مصر"
72,Cairo,"Heliopolis, Cairo",Hotel Royal Marshal,5,30.08702394,31.30058385,605.0,7.4,Booking,ac; bar; family_rooms; parking; pool; restaurant; spa; wifi,https://cf.bstatic.com/xdata/images/hotel/square240/287894115.webp?k=85315efe2cdbe682cb59e2c6e9b010f7705c9cf589ece724f6807632ffbf690b&o=,1984,Very High,Hotel,Hotel,2681,1763,2001,2340,2543,2953,2408,2730,3194,3235,3825,"EGP 1,763","EGP 2,408","EGP 2,001","EGP 2,730","EGP 2,340","EGP 3,194","EGP 2,543","EGP 3,235","EGP 2,953","EGP 3,825",0.551724138,0.046465113,0.948486818,0.4993371,54.21018973,68.96184182,54.10638298,68.82978723,1.0,0.666666667,0.75,0.85,61.46808511,hotel,117.2074468,1.0,0.85,0.7208,0.0,7.5,hotel,0.74,0.85,0.666666667,0.75,0.927356693170162,0.7483333334,0.7662356693770161,61.46808511,4.13465578808225,0.3432234659394627,0.65,1.0,0.25,0.7031556799839462,0.7288278400569731,0.1853203044339549,0.6462645963401941,0.5216714824688771,2,Business,0.5660538897876026,0.8955695262468917,0.4736140057088194,Business,0.329515636459289,0.3922669233652089,0.9852900133811692,0.3493958709640034,0.3394557537116462,"Royal Marshal Hotel, شارع الخليفه المأمون الجانبي, قسم مصر الجديدة, كوبري القبة, القاهرة, 11774, مصر"
73,Cairo,"Giza, Cairo",Nine Pyramids View Hotel,4,29.976205,31.141472,1884.0,7.1,Booking,ac; family_rooms; parking; restaurant; shuttle; wifi,https://cf.bstatic.com/xdata/images/hotel/square240/285025229.webp?k=fa27ee837d43d3c968aa23309539002f1795befb3db9d78111f9ffb167459068&o=,1721,Very High,Hotel,Hotel,2385,1529,1769,2130,2116,2261,2254,2400,2925,3178,3209,"EGP 1,529","EGP 2,254","EGP 1,769","EGP 2,400","EGP 2,130","EGP 2,925","EGP 2,116","EGP 3,178","EGP 2,261","EGP 3,209",0.5,0.144857297,0.955918506,0.507436815,45.10765295,67.74674909,45.0212766,67.61702128,1.0,1.0,0.0,0.8,56.31914894,hotel,56.31914894,0.75,0.85,0.35,0.5,6.33,hotel,0.71,0.8,1.0,0.0,1.0,0.7150000000000001,0.7435,56.31914894,4.048634755327066,0.3226716352722478,0.65,1.0,0.25,0.5562671635272248,0.8841335817636123,0.183642152214824,0.6352432719139204,0.5946508181154225,2,Business,0.497933103030439,1.0,0.499819070862863,Business,0.500180929137137,1.08247470491012,1.3977344345889955,0.4624019664206309,0.4812914477788839,"10, شارع امرؤ القيس, كوم الأخضر, الجيزة, 12557, مصر"
74,Cairo,Cairo,Happy City Hotel,5,30.046378,31.24407649,149.0,7.1,Booking,ac; bar; family_rooms; parking; shuttle; wifi,https://cf.bstatic.com/xdata/images/hotel/square240/132805274.webp?k=d4fcda4a5a25ef5c6f108e3dd9f6204a05728b017316adf01f9b5d8148524b5f&o=,853,Medium,Hotel,Hotel,1552,734,828,966,1111,1121,1352,1562,1821,2058,2297,EGP 734,"EGP 1,352",EGP 828,"EGP 1,562",EGP 966,"EGP 1,821","EGP 1,111","EGP 2,058","EGP 1,121","EGP 2,297",0.5,0.011385491,0.980445901,0.473527123,23.68364954,43.87124281,23.63829787,43.78723404,1.0,0.666666667,0.25,0.75,33.71276596,hotel,117.2074468,1.0,0.85,0.3958,0.0,6.69,hotel,0.71,0.75,0.666666667,0.25,0.725258813512686,0.6633333334,0.6695258814112686,33.71276596,3.5471075143968687,0.2028485803697632,0.65,1.0,0.25,0.5361181914269764,0.7538090957784882,0.1887526325869237,0.668806533644842,0.5979651588428689,2,Business,0.4590254906352397,1.0,0.5125130182193901,Business,0.4874869817806099,1.2771342807695918,0.3943956276816475,0.5787978075150955,0.5331423946478526,"133, شارع محمد فريد, الساحه, الأزبكية, القاهرة, 11518, مصر"
75,Cairo,"Heliopolis, Cairo","Golden Park Hotel Cairo, Heliopolis",5,30.11542207,31.352368,1588.0,7.0,Booking,ac; bar; restaurant; wifi,https://cf.bstatic.com/xdata/images/hotel/square240/26329656.webp?k=c4d2a17733673a26a4639162ff336aa0c1484bed2a08b75dd3c3072a21804330&o=,2157,Very High,Hotel,Hotel,2846,1902,2202,2422,2852,2926,2520,2801,3476,3533,4168,"EGP 1,902","EGP 2,520","EGP 2,202","EGP 2,801","EGP 2,422","EGP 3,476","EGP 2,852","EGP 3,533","EGP 2,926","EGP 4,168",0.482758621,0.122086314,0.943598293,0.489766847,60.79727137,75.31443189,60.68085106,75.17021277,0.666666667,0.333333333,0.25,0.4833,67.92553191,hotel,117.2074468,1.0,0.85,0.2792,0.0,6.4,hotel,0.7,0.4833,0.333333333,0.25,1.0,0.5383266666000001,0.5844939999400001,67.92553191,4.233026674108955,0.3667258784012905,0.65,1.0,0.25,0.4211632544501291,0.6346656271600645,0.1380794511678892,0.3360086111656373,0.440207238221715,2,Business,0.4300385049740864,0.8446455516136244,0.3761270604658246,Business,0.4146070466395379,0.7870997859073258,-2.124261529570255,0.4446389823988457,0.4296230145191918,"221, شارع الحجاز, قسم مصر الجديدة, مصر الجديدة, القاهرة, 11843, مصر"
76,Cairo,"Heliopolis, Cairo",Golden Carven Hotel,5,30.08818223,31.33869483,6.0,6.9,Booking,ac; bar; restaurant; wifi,https://cf.bstatic.com/xdata/images/hotel/square240/758457124.webp?k=02cd88db35467f35c9956bd1d53bda850adecf9c42d161e3a923be7188804a96&o=,1659,Very Low,Hotel,Hotel,2271,1430,1679,1994,2209,2401,2027,2294,2572,2938,3157,"EGP 1,430","EGP 2,027","EGP 1,679","EGP 2,294","EGP 1,994","EGP 2,572","EGP 2,209","EGP 2,938","EGP 2,401","EGP 3,157",0.465517241,0.000384645,0.957670463,0.449015768,47.09017267,62.63056918,47.0,62.5106383,0.666666667,0.333333333,0.25,0.4833,54.75531915,hotel,117.2074468,1.0,0.85,0.2792,0.0,6.4,hotel,0.6900000000000001,0.4833,0.333333333,0.25,0.2816585927874237,0.5333266666,0.5081598592187424,54.75531915,4.020972816551243,0.3160627459873967,0.65,1.0,0.25,0.4160969412087397,0.6301324705393698,0.1263773425990447,0.2591545966498905,0.4158075455518566,2,Business,0.4096311926916511,0.8337628552112095,0.3535181169124477,Business,0.4241316625195583,0.8190041375227056,-2.6267755538790567,0.365188413575211,0.3946600380473847,"The Cork Pub, 11, شارع محمد عبيد, قسم مصر الجديدة, مصر الجديدة, القاهرة, 11736, مصر"
